p,R_0_2,Ieq_obt_1,Ieq_obt_2,Seq_obt_1,Seq_obt_2
0.441,3.2,0.118140594,0.276319512,0.078760393,0.125599775
0.441,3.35,0.118140582,0.273921055,0.078760394,0.116562156
0.441,3.5,0.118140588,0.271537719,0.078760393,0.108615088
0.441,3.65,0.118140588,0.269216465,0.078760392,0.101591119
0.441,3.8,0.118140585,0.266986311,0.078760397,0.095352259
0.441,3.95,0.118140588,0.264863853,0.07876039,0.089784356
0.441,4.1,0.118140582,0.262857232,0.078760386,0.084792655
0.441,4.25,0.11814058,0.260968937,0.078760386,0.080298135
0.441,4.4,0.118140579,0.259197719,0.078760389,0.076234626
0.441,4.55,0.118140585,0.257539973,0.078760391,0.072546472
0.441,4.7,0.118140593,0.255990653,0.078760392,0.069186661
0.441,4.85,0.118140588,0.254543914,0.078760387,0.0661153
0.441,5,0.118140592,0.253193605,0.078760395,0.063298401
0.441,5.15,0.118140587,0.25193343,0.07876039,0.06070685
0.441,5.3,0.118140585,0.250757276,0.078760395,0.058315648
0.441,5.45,0.118140589,0.249659219,0.078760392,0.056103195
0.441,5.6,0.118140584,0.248633639,0.078760391,0.054050792
0.441,5.75,0.118140599,0.247675293,0.078760396,0.052142165
0.441,5.9,0.118140589,0.246779187,0.078760391,0.050363099
0.441,6.05,0.118140591,0.245940809,0.078760401,0.048701153
0.441,6.2,0.118140583,0.245155859,0.07876039,0.047145358
0.441,6.35,0.118140586,0.244420478,0.07876039,0.045686071
0.441,6.5,0.118140591,0.243731037,0.078760393,0.044314734
0.441,6.65,0.118140585,0.243084193,0.078760392,0.043023752
0.441,6.8,0.11814059,0.242476919,0.078760395,0.041806366
0.441,6.95,0.118140587,0.241906367,0.078760388,0.040656532
0.441,7.1,0.118140595,0.241369996,0.078760396,0.039568851
0.441,7.25,0.11814059,0.240865369,0.078760391,0.038538459
0.441,7.4,0.118140587,0.240390336,0.078760395,0.037560991
0.441,7.55,0.118140592,0.239942875,0.078760398,0.036632501
0.441,7.7,0.118140578,0.239521077,0.078760381,0.035749414
0.441,7.85,0.118140588,0.239123325,0.078760389,0.034908514
0.441,8,0.118140577,0.238747957,0.078760391,0.034106853
0.461,0.5,0.139045568,-3.24E-32,0.092697051,0.773119814
0.461,0.65,0.139045547,6.22E-26,0.092697037,0.773119809
0.461,0.8,0.139045562,1.59E-16,0.092697042,0.773119811
0.461,0.95,0.139045556,1.49E-06,0.09269704,0.773117882
0.461,1.1,0.13904555,0.068246488,0.092697034,0.682464877
0.461,1.25,0.139045551,0.143558389,0.092697031,0.574233555
0.461,1.4,0.13904555,0.19598134,0.092697036,0.489953351
0.461,1.55,0.13904555,0.232553762,0.092697044,0.422825029
0.461,1.7,0.139045552,0.257900739,0.092697032,0.368429625
0.461,1.85,0.139045551,0.275194186,0.092697034,0.323757867
0.461,2,0.139045561,0.286677953,0.092697034,0.286677947
0.461,2.15,0.139045538,0.293972547,0.092697031,0.255628309
0.461,2.3,0.139045568,0.298262424,0.092697042,0.229432629
0.461,2.45,0.139045556,0.300417416,0.092697027,0.207184417
0.461,2.6,0.139045543,0.301076214,0.092697033,0.188172639
0.461,2.75,0.139045547,0.300705803,0.092697022,0.171831881
0.461,2.9,0.139045558,0.299645447,0.092697043,0.157708132
0.461,3.05,0.139045556,0.29813955,0.092697043,0.14543393
0.461,3.2,0.139045537,0.29636257,0.092697027,0.134710264
0.461,3.35,0.139045556,0.294437726,0.092697037,0.125292649
0.461,3.5,0.139045558,0.29245074,0.092697039,0.116980295
0.461,3.65,0.139045555,0.290460394,0.092697035,0.109607695
0.461,3.8,0.139045552,0.288506078,0.092697029,0.103037882
0.461,3.95,0.139045547,0.28661335,0.092697032,0.097157069
0.461,4.1,0.139045552,0.284797979,0.092697031,0.091870314
0.461,4.25,0.139045547,0.283068851,0.092697028,0.087098107
0.461,4.4,0.139045551,0.281430134,0.092697032,0.082773568
0.461,4.55,0.139045558,0.279882702,0.092697044,0.078840199
0.461,4.7,0.139045553,0.278425218,0.09269704,0.075250061
0.461,4.85,0.139045554,0.277054978,0.092697033,0.071962331
0.461,5,0.139045553,0.275768382,0.09269705,0.068942101
0.461,5.15,0.139045558,0.274561268,0.092697041,0.066159342
0.461,5.3,0.139045551,0.273429263,0.092697033,0.063588201
0.461,5.45,0.139045553,0.272367955,0.092697037,0.061206283
0.461,5.6,0.139045553,0.271372925,0.092697035,0.058994114
0.461,5.75,0.139045557,0.270439925,0.092697037,0.05693472
0.461,5.9,0.139045553,0.269564854,0.092697035,0.055013236
0.461,6.05,0.139045553,0.268743855,0.092697032,0.053216604
0.461,6.2,0.139045555,0.267973287,0.092697037,0.051533324
0.461,6.35,0.139045552,0.267249705,0.092697031,0.049953215
0.461,6.5,0.13904555,0.266569938,0.092697032,0.048467261
0.461,6.65,0.139045539,0.265930996,0.092697033,0.047067436
0.461,6.8,0.139045556,0.265330149,0.092697032,0.045746576
0.461,6.95,0.139045546,0.264764773,0.092697029,0.044498281
0.461,7.1,0.139045551,0.264232541,0.092697031,0.043316809
0.461,7.25,0.139045551,0.263731222,0.092697034,0.042196996
0.461,7.4,0.139045556,0.263258783,0.092697036,0.041134184
0.461,7.55,0.13904556,0.262813328,0.092697039,0.040124172
0.461,7.7,0.139045554,0.262393086,0.092697033,0.039163146
0.461,7.85,0.139045554,0.261996466,0.092697038,0.03824766
0.461,8,0.139045557,0.261621954,0.092697042,0.037374566
0.481,0.5,0.158212046,6.45E-30,0.1054747,0.783368048
0.481,0.65,0.158212058,6.28E-24,0.105474707,0.783368049
0.481,0.8,0.158212062,7.60E-16,0.105474707,0.78336805
0.481,0.95,0.158212069,1.43E-06,0.105474719,0.783366222
0.481,1.1,0.158212056,0.069276107,0.105474703,0.692761067
0.481,1.25,0.158212056,0.14614058,0.105474703,0.584562321
0.481,1.4,0.158212059,0.200105402,0.105474712,0.500263509
0.481,1.55,0.158212057,0.238184484,0.105474704,0.433062697
0.481,1.7,0.158212059,0.264978476,0.105474705,0.37854068
0.481,1.85,0.158212058,0.283636965,0.105474705,0.333690547
0.481,2,0.158212059,0.296385451,0.105474705,0.296385451
0.481,2.15,0.158212061,0.304831471,0.105474705,0.265070842
0.481,2.3,0.158212058,0.310152387,0.105474704,0.238578759
0.481,2.45,0.158212057,0.313216814,0.105474705,0.216011596
0.481,2.6,0.158212045,0.314667017,0.105474694,0.196666886
0.481,2.75,0.158212056,0.314977341,0.105474707,0.179987054
0.481,2.9,0.158212075,0.314496727,0.105474707,0.165524585
0.481,3.05,0.158212064,0.313480534,0.105474708,0.152917332
0.481,3.2,0.15821206,0.31211445,0.105474707,0.141870204
0.481,3.35,0.158212058,0.310532422,0.1054747,0.132141453
0.481,3.5,0.158212058,0.30883024,0.105474705,0.123532096
0.481,3.65,0.158212058,0.307075622,0.105474704,0.115877593
0.481,3.8,0.158212058,0.305315802,0.105474705,0.109041358
0.481,3.95,0.158212058,0.303583096,0.105474705,0.102909524
0.481,4.1,0.158212054,0.30189903,0.105474704,0.097386785
0.481,4.25,0.158212054,0.300277373,0.105474705,0.092393039
0.481,4.4,0.15821207,0.298726349,0.105474709,0.087860688
0.481,4.55,0.158212055,0.297250179,0.1054747,0.083732444
0.481,4.7,0.158212057,0.295850448,0.105474705,0.079959581
0.481,4.85,0.158212057,0.294526733,0.105474705,0.07650045
0.481,5,0.158212059,0.293277367,0.105474705,0.073319342
0.481,5.15,0.158212061,0.292099832,0.105474708,0.070385502
0.481,5.3,0.158212057,0.290991071,0.105474706,0.067672343
0.481,5.45,0.158212055,0.289947753,0.105474702,0.065156798
0.481,5.6,0.158212058,0.288966411,0.105474705,0.062818785
0.481,5.75,0.158212058,0.288043526,0.105474706,0.060640742
0.481,5.9,0.15821206,0.287175655,0.105474707,0.058607277
0.481,6.05,0.158212056,0.28635944,0.105474704,0.05670484
0.481,6.2,0.158212059,0.285591685,0.105474704,0.054921477
0.481,6.35,0.158212058,0.284869324,0.105474705,0.053246603
0.481,6.5,0.158212059,0.284189466,0.105474706,0.051670812
0.481,6.65,0.158212059,0.283549388,0.105474704,0.050185732
0.481,6.8,0.158212069,0.282946549,0.105474707,0.048783885
0.481,6.95,0.158212059,0.282378524,0.105474706,0.047458575
0.481,7.1,0.158212058,0.281843111,0.105474705,0.046203789
0.481,7.25,0.158212059,0.28133822,0.105474706,0.045014115
0.481,7.4,0.158212064,0.280861916,0.105474712,0.043884674
0.481,7.55,0.158212058,0.280412362,0.105474706,0.042811048
0.481,7.7,0.158212058,0.279987907,0.105474705,0.04178924
0.481,7.85,0.15821206,0.279586976,0.105474703,0.040815616
0.481,8,0.158212059,0.279208114,0.105474706,0.039886873
0.501,0.5,0.175848303,1.33E-28,0.117232203,0.7923349
0.501,0.65,0.1758483,1.76E-22,0.117232204,0.7923349
0.501,0.8,0.175848301,1.26E-13,0.117232201,0.7923349
0.501,0.95,0.175848306,1.46E-06,0.117232202,0.792333053
0.501,1.1,0.175848304,0.070171935,0.117232202,0.701719348
0.501,1.25,0.175848304,0.148368413,0.117232202,0.59347365
0.501,1.4,0.175848306,0.203634205,0.117232202,0.509085512
0.501,1.55,0.175848301,0.242964083,0.117232204,0.441752881
0.501,1.7,0.175848303,0.270940783,0.117232202,0.387058261
0.501,1.85,0.175848304,0.290698578,0.117232202,0.341998327
0.501,2,0.175848304,0.304451422,0.117232202,0.304451422
0.501,2.15,0.175848298,0.313799751,0.117232205,0.272869354
0.501,2.3,0.17584831,0.319918435,0.117232206,0.246091102
0.501,2.45,0.175848304,0.32367774,0.117232201,0.223226026
0.501,2.6,0.175848312,0.325725047,0.117232202,0.20357815
0.501,2.75,0.175848303,0.326542161,0.117232202,0.186595521
0.501,2.9,0.1758483,0.326487025,0.117232199,0.171835276
0.501,3.05,0.175848304,0.32582459,0.117232202,0.158938824
0.501,3.2,0.175848305,0.324750012,0.1172322,0.14761364
0.501,3.35,0.175848304,0.323406239,0.117232203,0.137619676
0.501,3.5,0.175848302,0.321897236,0.117232202,0.128758895
0.501,3.65,0.175848304,0.320298019,0.117232202,0.120867177
0.501,3.8,0.175848305,0.318662138,0.117232201,0.113807905
0.501,3.95,0.175848303,0.317027329,0.117232202,0.107466891
0.501,4.1,0.175848299,0.3154197,0.117232197,0.10174829
0.501,4.25,0.175848303,0.31385688,0.117232202,0.096571348
0.501,4.4,0.175848303,0.312350263,0.117232202,0.091867724
0.501,4.55,0.175848303,0.310906788,0.117232201,0.087579377
0.501,4.7,0.175848302,0.309530169,0.1172322,0.083656802
0.501,4.85,0.175848306,0.308221837,0.117232206,0.080057621
0.501,5,0.175848303,0.30698158,0.117232202,0.076745395
0.501,5.15,0.175848303,0.305808119,0.117232202,0.073688703
0.501,5.3,0.175848304,0.304699406,0.1172322,0.070860326
0.501,5.45,0.175848303,0.303652925,0.117232202,0.068236612
0.501,5.6,0.175848303,0.302665869,0.117232202,0.065796928
0.501,5.75,0.175848301,0.301735284,0.117232201,0.063523218
0.501,5.9,0.175848307,0.300858188,0.117232204,0.06139963
0.501,6.05,0.175848304,0.300031579,0.117232204,0.059412194
0.501,6.2,0.175848302,0.299252555,0.1172322,0.057548568
0.501,6.35,0.1758483,0.298518309,0.117232195,0.055797814
0.501,6.5,0.175848303,0.297826167,0.117232204,0.054150213
0.501,6.65,0.175848306,0.297173544,0.117232202,0.052597087
0.501,6.8,0.175848306,0.29655803,0.117232206,0.051130695
0.501,6.95,0.175848303,0.295977328,0.117232202,0.049744089
0.501,7.1,0.175848303,0.295429307,0.117232202,0.048431034
0.501,7.25,0.175848306,0.294911949,0.117232203,0.047185911
0.501,7.4,0.175848303,0.294423358,0.117232202,0.04600365
0.501,7.55,0.175848303,0.293961778,0.117232202,0.044879661
0.501,7.7,0.175848306,0.293525558,0.117232203,0.043809785
0.501,7.85,0.175848303,0.29311315,0.117232202,0.042790241
0.501,8,0.175848303,0.292723122,0.117232203,0.041817589
0.52,0.5,0.191346154,-4.44E-26,0.127564103,0.799899245
0.52,0.65,0.191346154,4.13E-21,0.127564103,0.799899245
0.52,0.8,0.191346154,3.74E-13,0.127564103,0.799899245
0.52,0.95,0.191346153,1.52E-06,0.127564103,0.799897337
0.52,1.1,0.191346154,0.070924174,0.127564103,0.709241741
0.52,1.25,0.191346157,0.150226227,0.127564102,0.600904906
0.52,1.4,0.191346157,0.206556697,0.127564103,0.516391742
0.52,1.55,0.19134615,0.24689575,0.127564097,0.448901361
0.52,1.7,0.191346155,0.275813169,0.12756411,0.394018818
0.52,1.85,0.191346154,0.296432889,0.127564103,0.348744576
0.52,2,0.191346155,0.310961817,0.127564106,0.310961818
0.52,2.15,0.191346154,0.320996971,0.12756411,0.279127807
0.52,2.3,0.191346154,0.32771333,0.127564104,0.252087178
0.52,2.45,0.191346153,0.331984389,0.127564102,0.228954752
0.52,2.6,0.191346156,0.334463129,0.127564104,0.209039455
0.52,2.75,0.191346155,0.335638602,0.127564103,0.191793486
0.52,2.9,0.191346154,0.33587685,0.127564103,0.17677729
0.52,3.05,0.191346151,0.335451149,0.127564101,0.163634707
0.52,3.2,0.191346154,0.334564761,0.127564103,0.152074891
0.52,3.35,0.191346152,0.333368133,0.127564103,0.141858781
0.52,3.5,0.191346155,0.331972008,0.127564104,0.132788803
0.52,3.65,0.191346154,0.330457324,0.127564103,0.124700877
0.52,3.8,0.191346156,0.328882759,0.127564099,0.117458126
0.52,3.95,0.191346155,0.32729039,0.127564107,0.110945896
0.52,4.1,0.191346156,0.325709957,0.1275641,0.105067726
0.52,4.25,0.191346155,0.324162103,0.127564101,0.099742184
0.52,4.4,0.191346154,0.322660732,0.127564103,0.094900215
0.52,4.55,0.191346156,0.321214828,0.127564105,0.09048305
0.52,4.7,0.191346152,0.319829758,0.127564103,0.086440476
0.52,4.85,0.191346154,0.318508319,0.127564104,0.082729434
0.52,5,0.191346154,0.317251408,0.127564103,0.079312852
0.52,5.15,0.191346154,0.316058624,0.127564103,0.076158704
0.52,5.3,0.191346154,0.314928638,0.127564103,0.073239218
0.52,5.45,0.191346154,0.313859508,0.127564103,0.070530227
0.52,5.6,0.191346153,0.31284889,0.127564102,0.068010628
0.52,5.75,0.191346154,0.311894203,0.127564101,0.065661937
0.52,5.9,0.191346152,0.310992737,0.1275641,0.063467905
0.52,6.05,0.191346155,0.310141752,0.127564102,0.061414208
0.52,6.2,0.191346154,0.309338511,0.127564103,0.059488175
0.52,6.35,0.191346153,0.308580345,0.1275641,0.057678569
0.52,6.5,0.191346154,0.307864682,0.127564103,0.055975397
0.52,6.65,0.191346154,0.307189034,0.127564103,0.054369741
0.52,6.8,0.191346154,0.306551044,0.127564103,0.052853628
0.52,6.95,0.191346154,0.30594847,0.127564103,0.051419911
0.52,7.1,0.191346155,0.305379197,0.127564104,0.050062164
0.52,7.25,0.191346154,0.304841223,0.127564103,0.048774596
0.52,7.4,0.191346154,0.304332677,0.127564102,0.047551981
0.52,7.55,0.191346154,0.303851795,0.127564103,0.046389587
0.52,7.7,0.191346154,0.303396925,0.127564102,0.045283123
0.52,7.85,0.191346154,0.302966518,0.127564103,0.044228689
0.52,8,0.191346155,0.302559128,0.127564105,0.043222733
0.54,0.5,0.206481491,1.14E-25,0.137654325,0.807039674
0.54,0.65,0.206481482,9.24E-19,0.137654321,0.807039673
0.54,0.8,0.206481481,4.07E-13,0.137654324,0.807039674
0.54,0.95,0.206481482,1.50E-06,0.137654321,0.807037808
0.54,1.1,0.206481482,0.071631492,0.137654321,0.716314917
0.54,1.25,0.206481481,0.151962767,0.137654321,0.607851068
0.54,1.4,0.206481483,0.209272121,0.137654322,0.523180304
0.54,1.55,0.206481482,0.25052703,0.137654323,0.455503691
0.54,1.7,0.206481481,0.280286565,0.137654321,0.400409379
0.54,1.85,0.206481477,0.30166667,0.137654318,0.354901965
0.54,2,0.206481481,0.316869475,0.137654321,0.316869475
0.54,2.15,0.206481484,0.327490577,0.137654322,0.284774414
0.54,2.3,0.206481475,0.334706687,0.137654319,0.257466685
0.54,2.45,0.206481481,0.339395724,0.13765432,0.234066016
0.54,2.6,0.206481481,0.342217065,0.137654321,0.213885666
0.54,2.75,0.206481482,0.343667454,0.137654321,0.196381402
0.54,2.9,0.206481481,0.3441212,0.137654321,0.181116421
0.54,3.05,0.206481481,0.343859879,0.137654321,0.167736526
0.54,3.2,0.206481481,0.343094657,0.137654321,0.155952117
0.54,3.35,0.206481481,0.341983243,0.137654321,0.145524784
0.54,3.5,0.206481481,0.340642826,0.137654321,0.13625713
0.54,3.65,0.206481491,0.339159964,0.137654325,0.127984889
0.54,3.8,0.206481481,0.33759808,0.137654322,0.120570743
0.54,3.95,0.206481483,0.336003288,0.137654322,0.11389942
0.54,4.1,0.20648148,0.334408646,0.137654321,0.107873758
0.54,4.25,0.206481483,0.332837523,0.13765432,0.102411544
0.54,4.4,0.206481486,0.331306046,0.137654328,0.097442955
0.54,4.55,0.206481481,0.329824964,0.137654321,0.092908441
0.54,4.7,0.206481482,0.328401118,0.13765432,0.088757058
0.54,4.85,0.20648148,0.327038421,0.137654321,0.084945045
0.54,5,0.206481481,0.325738696,0.13765432,0.081434674
0.54,5.15,0.206481483,0.324502248,0.137654322,0.078193312
0.54,5.3,0.206481482,0.323328303,0.137654323,0.075192629
0.54,5.45,0.206481481,0.322215352,0.137654321,0.072407944
0.54,5.6,0.206481483,0.321161387,0.137654321,0.069817692
0.54,5.75,0.206481481,0.320164071,0.137654321,0.067402962
0.54,5.9,0.20648148,0.319220884,0.13765432,0.06514712
0.54,6.05,0.206481482,0.318329222,0.137654321,0.063035489
0.54,6.2,0.206481492,0.317486452,0.137654326,0.061055085
0.54,6.35,0.206481481,0.316689935,0.137654321,0.05919438
0.54,6.5,0.20648148,0.315937163,0.137654321,0.057443121
0.54,6.65,0.206481484,0.315225667,0.137654321,0.055792153
0.54,6.8,0.206481481,0.31455308,0.137654321,0.05423329
0.54,6.95,0.206481481,0.313917158,0.137654321,0.052759186
0.54,7.1,0.206481484,0.313315767,0.137654323,0.05136324
0.54,7.25,0.206481481,0.312746874,0.137654321,0.0500395
0.54,7.4,0.206481481,0.312208584,0.137654321,0.048782591
0.54,7.55,0.206481482,0.311699097,0.137654321,0.047587648
0.54,7.7,0.206481481,0.311216724,0.137654321,0.046450257
0.54,7.85,0.206481481,0.31075988,0.137654321,0.045366406
0.54,8,0.206481481,0.310327077,0.137654321,0.04433244
0.56,0.5,0.220535714,1.35E-23,0.14702381,0.81347947
0.56,0.65,0.220535714,2.43E-18,0.14702381,0.81347947
0.56,0.8,0.220535714,4.80E-13,0.14702381,0.81347947
0.56,0.95,0.220535715,1.35E-06,0.147023809,0.81347781
0.56,1.1,0.220535714,0.072267224,0.14702381,0.722672238
0.56,1.25,0.220535714,0.153515351,0.14702381,0.614061404
0.56,1.4,0.220535714,0.21168679,0.14702381,0.529216975
0.56,1.55,0.220535714,0.253738286,0.14702381,0.461342339
0.56,1.7,0.220535714,0.28422024,0.14702381,0.406028914
0.56,1.85,0.220535714,0.306242558,0.14702381,0.360285362
0.56,2,0.220535714,0.322004308,0.14702381,0.322004308
0.56,2.15,0.220535714,0.33310106,0.14702381,0.289653096
0.56,2.3,0.220535714,0.34071228,0.14702381,0.262086369
0.56,2.45,0.220535714,0.34572092,0.14702381,0.23842822
0.56,2.6,0.220535714,0.348793084,0.14702381,0.217995677
0.56,2.75,0.220535714,0.350433238,0.14702381,0.200247564
0.56,2.9,0.220535714,0.351023813,0.14702381,0.184749376
0.56,3.05,0.220535714,0.350854406,0.14702381,0.171148491
0.56,3.2,0.220535714,0.350143733,0.14702381,0.159156242
0.56,3.35,0.220535714,0.34905636,0.14702381,0.148534621
0.56,3.5,0.220535714,0.347715516,0.14702381,0.139086206
0.56,3.65,0.220535714,0.34621295,0.14702381,0.130646396
0.56,3.8,0.220535714,0.344616496,0.14702381,0.12307732
0.56,3.95,0.220535715,0.34297588,0.147023811,0.11626301
0.56,4.1,0.220535714,0.34132715,0.14702381,0.110105532
0.56,4.25,0.220535714,0.339696076,0.14702381,0.10452187
0.56,4.4,0.220535714,0.338100708,0.14702381,0.099441385
0.56,4.55,0.220535713,0.336553337,0.147023809,0.094803757
0.56,4.7,0.220535714,0.335061977,0.14702381,0.090557291
0.56,4.85,0.220535714,0.333631471,0.147023809,0.086657525
0.56,5,0.22053572,0.332264351,0.147023811,0.083066086
0.56,5.15,0.220535717,0.330961441,0.147023813,0.079749745
0.56,5.3,0.220535714,0.329722373,0.147023809,0.076679621
0.56,5.45,0.220535715,0.328545928,0.14702381,0.073830546
0.56,5.6,0.220535713,0.327430285,0.147023809,0.071180497
0.56,5.75,0.220535714,0.32637325,0.14702381,0.068710158
0.56,5.9,0.220535713,0.325372373,0.147023808,0.066402525
0.56,6.05,0.220535717,0.324425092,0.147023811,0.064242592
0.56,6.2,0.220535716,0.323528765,0.147023809,0.06221707
0.56,6.35,0.220535715,0.322680777,0.14702381,0.060314164
0.56,6.5,0.220535714,0.321878547,0.14702381,0.058523372
0.56,6.65,0.220535714,0.321119571,0.14702381,0.056835322
0.56,6.8,0.220535714,0.320401432,0.14702381,0.055241626
0.56,6.95,0.220535716,0.31972182,0.14702381,0.053734759
0.56,7.1,0.220535712,0.319078528,0.147023814,0.052307957
0.56,7.25,0.220535714,0.31846947,0.14702381,0.050955115
0.56,7.4,0.220535714,0.317892668,0.14702381,0.049670729
0.56,7.55,0.220535714,0.317346259,0.14702381,0.04844981
0.56,7.7,0.220535711,0.316828482,0.147023812,0.047287834
0.56,7.85,0.220535714,0.316337689,0.14702381,0.046180685
0.56,8,0.220535714,0.315872324,0.14702381,0.045124618
0.58,0.5,0.23362069,-8.38E-24,0.155747126,0.819331238
0.58,0.65,0.23362069,2.29E-17,0.155747126,0.819331238
0.58,0.8,0.23362069,6.14E-13,0.155747126,0.819331238
0.58,0.95,0.233620688,1.44E-06,0.155747126,0.819329479
0.58,1.1,0.23362069,0.072843211,0.155747126,0.728432114
0.58,1.25,0.23362069,0.154915596,0.155747126,0.619662385
0.58,1.4,0.23362069,0.213854106,0.155747126,0.534635266
0.58,1.55,0.23362069,0.256606133,0.155747126,0.466556605
0.58,1.7,0.23362069,0.287714765,0.155747126,0.411021093
0.58,1.85,0.23362069,0.310285123,0.155747126,0.365041321
0.58,2,0.23362069,0.326514276,0.155747126,0.326514276
0.58,2.15,0.23362069,0.337998586,0.155747126,0.293911814
0.58,2.3,0.23362069,0.345920846,0.155747126,0.266092958
0.58,2.45,0.23362069,0.351169407,0.155747126,0.242185798
0.58,2.6,0.23362069,0.35441726,0.155747126,0.221510787
0.58,2.75,0.23362069,0.356176622,0.155747126,0.203529498
0.58,2.9,0.23362069,0.356837976,0.155747126,0.187809461
0.58,3.05,0.23362069,0.356698799,0.155747126,0.173999414
0.58,3.2,0.23362069,0.355985186,0.155747126,0.161811448
0.58,3.35,0.23362069,0.354868356,0.155747126,0.151007811
0.58,3.5,0.23362069,0.353477366,0.155747126,0.141390946
0.58,3.65,0.23362069,0.351908941,0.155747126,0.132795827
0.58,3.8,0.23362069,0.350235078,0.155747126,0.125083957
0.58,3.95,0.23362069,0.34850892,0.155747126,0.118138617
0.58,4.1,0.23362069,0.346769281,0.155747126,0.111861058
0.58,4.25,0.23362069,0.345044123,0.155747126,0.106167422
0.58,4.4,0.23362069,0.343353221,0.155747126,0.100986241
0.58,4.55,0.23362069,0.341710198,0.155747126,0.096256394
0.58,4.7,0.23362069,0.340124078,0.155747126,0.091925426
0.58,4.85,0.233620691,0.338600459,0.155747123,0.08794817
0.58,5,0.23362069,0.337142419,0.155747126,0.084285605
0.58,5.15,0.23362069,0.335751179,0.155747126,0.080903899
0.58,5.3,0.23362069,0.334426626,0.155747126,0.077773634
0.58,5.45,0.23362069,0.333167695,0.155747126,0.074869145
0.58,5.6,0.23362069,0.331972656,0.155747126,0.072167969
0.58,5.75,0.23362069,0.330839337,0.155747126,0.069650387
0.58,5.9,0.23362069,0.329765277,0.155747126,0.067299036
0.58,6.05,0.233620688,0.328747855,0.155747126,0.065098585
0.58,6.2,0.23362069,0.327784374,0.155747128,0.063035457
0.58,6.35,0.233620689,0.326872116,0.155747126,0.061097592
0.58,6.5,0.23362069,0.326008409,0.155747126,0.059274256
0.58,6.65,0.23362069,0.325190637,0.155747126,0.057555865
0.58,6.8,0.23362069,0.324416275,0.155747126,0.055933841
0.58,6.95,0.23362069,0.3236829,0.155747126,0.054400487
0.58,7.1,0.23362069,0.322988196,0.155747126,0.052948884
0.58,7.25,0.23362069,0.322329965,0.155747126,0.051572794
0.58,7.4,0.23362069,0.321706125,0.155747126,0.050266582
0.58,7.55,0.23362069,0.321114704,0.155747126,0.049025146
0.58,7.7,0.233620689,0.320553848,0.155747127,0.047843858
0.58,7.85,0.23362069,0.320021806,0.155747126,0.046718512
0.58,8,0.23362069,0.319516935,0.155747127,0.045645276
0.6,0.5,0.245833333,-6.16E-24,0.163888889,0.824683677
0.6,0.65,0.245833333,1.92E-16,0.163888889,0.824683677
0.6,0.8,0.245833333,1.71E-12,0.163888889,0.824683677
0.6,0.95,0.245833333,1.57E-06,0.163888889,0.82468177
0.6,1.1,0.245833333,0.073368722,0.163888889,0.733687215
0.6,1.25,0.245833333,0.15618803,0.163888889,0.624752121
0.6,1.4,0.245833333,0.215815183,0.163888889,0.539537957
0.6,1.55,0.245833333,0.259189165,0.163888889,0.471253028
0.6,1.7,0.245833333,0.290846644,0.163888889,0.415495205
0.6,1.85,0.245833333,0.313888714,0.163888889,0.36928084
0.6,2,0.245833333,0.33051105,0.163888889,0.33051105
0.6,2.15,0.245833333,0.342311237,0.163888889,0.297661945
0.6,2.3,0.245833333,0.350475675,0.163888889,0.269596673
0.6,2.45,0.245833333,0.355898267,0.163888889,0.245447081
0.6,2.6,0.245833324,0.35925895,0.163888888,0.224536849
0.6,2.75,0.245833333,0.361077721,0.163888889,0.206330127
0.6,2.9,0.245833333,0.361753079,0.163888889,0.190396357
0.6,3.05,0.245833333,0.361590355,0.163888889,0.176385539
0.6,3.2,0.245833333,0.360822973,0.163888889,0.164010442
0.6,3.35,0.245833333,0.35962875,0.163888889,0.153033511
0.6,3.5,0.245833333,0.358142504,0.163888889,0.143257002
0.6,3.65,0.245833333,0.356465858,0.163888889,0.134515418
0.6,3.8,0.245833333,0.354674879,0.163888889,0.126669599
0.6,3.95,0.245833333,0.352826021,0.163888889,0.119602041
0.6,4.1,0.245833333,0.350960744,0.163888889,0.113213143
0.6,4.25,0.245833333,0.349109084,0.163888889,0.10741818
0.6,4.4,0.245833333,0.34729241,0.163888889,0.102144826
0.6,4.55,0.245833333,0.345525543,0.163888889,0.097331139
0.6,4.7,0.245833333,0.343818388,0.163888889,0.092923889
0.6,4.85,0.245833333,0.342177168,0.163888889,0.088877187
0.6,5,0.245833333,0.340605382,0.163888889,0.085151345
0.6,5.15,0.245833333,0.339104519,0.163888889,0.081711932
0.6,5.3,0.245833333,0.337674611,0.163888889,0.078528979
0.6,5.45,0.245833333,0.336314646,0.163888889,0.075576325
0.6,5.6,0.245833333,0.335022878,0.163888889,0.072831061
0.6,5.75,0.245833333,0.333797067,0.163888889,0.070273067
0.6,5.9,0.245833333,0.332634651,0.163888889,0.067884623
0.6,6.05,0.245833333,0.331532877,0.163888889,0.065650075
0.6,6.2,0.245833333,0.330488901,0.163888889,0.063555558
0.6,6.35,0.245833333,0.329499853,0.163888889,0.061588758
0.6,6.5,0.245833333,0.328562894,0.163888889,0.059738708
0.6,6.65,0.245833333,0.327675247,0.163888889,0.057995619
0.6,6.8,0.245833333,0.326834223,0.163888889,0.056350728
0.6,6.95,0.245833333,0.326037238,0.163888889,0.054796175
0.6,7.1,0.245833333,0.325281824,0.163888889,0.053324889
0.6,7.25,0.245833333,0.324565631,0.163888889,0.051930501
